restaurant,city,menu_type,category,dish,price,description,tags
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Surf & turf,15.75,"steak tartaar, brioche krokant, kapperappeltje, dooier van een kwartelei, garnalenkroketje en vadouvanmayonaise",
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Tataki van zalm,14.50,"geserveerd met zeewierkaviaar, zeebanaan, nori krokant, radijs, komkommer en wasabimayonaise",
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Gebakken gamba,13.75,"geserveerd in bisque met ânduya, courgettini en brood",
De Dikke van Dale,Leeuwarden,Dinner,Voorgerechten,Tarte tatin,12.25,"rode biet, geitenkaas, balsamico en babyspinazie",
De Dikke van Dale,Leeuwarden,Dinner,Bijgerechten,Rauwkostsalade,4.50,"met pesto, sla, komkommer, tomaat, olijven en feta",
De Dikke van Dale,Leeuwarden,Dinner,Bijgerechten,Veggies,4.50,gegrilde groenten van de broiler,
De Dikke van Dale,Leeuwarden,Dinner,Bijgerechten,Friet Parmezaan,6.75,friet met Parmezaanse kaas en truffelmayonaise,
De Dikke van Dale,Leeuwarden,Dinner,Bijgerechten,Zoete aardappelfriet –,6.50,geserveerd met truffelmayonaise,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,De Dikke burger,19.50,"little gem, tomaat, rode ui, augurk, bacon, ei, cheddar, BBQ-saus op een brioche bol",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Saté van kippendijen,22.00,"met satésaus, cassave, atjar en gebakken uitjes",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Spareribs,28.00,gemarineerd met een lak van smokey chili/BBQ-saus geserveerd met aioli,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Varkenshaas,24.50,"met gebakken champignons, bacon, ui en champignonsaus",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Stoofpot,25.50,"in bruin bier gestoofd rundvlees, geserveerd met aardappelpuree en groenten",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Eendenborst,36.50,geserveerd met sinaasappeljus en groenten,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Black Angus biefstuk,28.50,biefstuk afkomstig van een Black Angus rund,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Varkensribroast,24.50,geserveerd met groenten en saus naar keuze,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Fish and Chips,22.00,in beslag gefrituurde kabeljauwfilet met ravigottesaus,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Zalmfilet,26.00,"op de huid gebakken zalm met zeekraal, groenten en hollandaisesaus",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Zeebaars,24.50,geserveerd met antiboise en groenten,
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Stickey tempeh noodles,17.50,"tempeh, haricots verts, edamame, basilicum en hoisinsaus",
De Dikke van Dale,Leeuwarden,Dinner,Hoofdgerechten,Knolselderijsteak,18.00,"knolselderij gemarineerd in miso met pesto, gnocchi en groenten",
De Dikke van Dale,Leeuwarden,Dinner,Kindergerechten,Pannenkoek –,7.75,geserveerd met stroop en poedersuiker,
De Dikke van Dale,Leeuwarden,Dinner,Kindergerechten,Kipspies,9.95,met appelmoes,
De Dikke van Dale,Leeuwarden,Dinner,Kindergerechten,Friet –,7.75,met frikandel of kroket,
De Dikke van Dale,Leeuwarden,Dinner,Kindergerechten,Kinderijsje,5.00,"met twee soorten ijs, fruit en spikkels",
De Dikke van Dale,Leeuwarden,Dinner,Desserts,Koffie met friandises,8.75,,
De Dikke van Dale,Leeuwarden,Dinner,Desserts,Salty caramel,11.50,karamelroomrijs en crumble van gezouten pinda’s,
De Dikke van Dale,Leeuwarden,Dinner,Desserts,Tartelette met stoofpeer,8.75,geserveerd met perenijs,
De Dikke van Dale,Leeuwarden,Dinner,Desserts,MonChou,9.75,met kersen en yoghurtbosvruchtenijs,
